tool_id,name,dbms,extension_type,license,source_type,repo_url,docs_url,maintained,latest_version,chemical_representation,query_types,index_support,fingerprint_support,similarity_metric,substructure_language,install_notes,benchmark_evidence,primary_citations,notes

